DATE,TIME,SCP,HUM,PM1,PM2.5,PM10,PRES,TC
25/10/2018,13:25,SCP3,34.65820313,21.76000023,25.37999916,25.64999962,100327.6406,25.93000031
25/10/2018,13:38,SCP3,34.22070313,19.34000015,22.37999916,23.78999901,100273.1875,25.92000008
25/10/2018,13:50,SCP3,34.49414063,21.84000015,25.30999947,25.43000031,100306.0156,25.90999985
25/10/2018,14:03,SCP3,34.16894531,20.43999863,24.01000023,24.56999969,100292.9688,25.88999939
25/10/2018,14:16,SCP3,34.21875,20.88999939,24.13999939,24.28999901,100307.1641,25.87999916
25/10/2018,14:29,SCP3,34.72558594,22.60000038,26.75,26.94999886,100289.9922,25.87000084
25/10/2018,14:41,SCP3,33.81933594,20.78999901,23.88999939,24.11999893,100272.0156,25.85000038
25/10/2018,14:54,SCP3,33.20898438,23.55999947,27.82999992,28.09000015,100281.8047,25.82999992
25/10/2018,15:07,SCP3,32.68945313,25.59999847,30.1099987,30.42000008,100229.375,25.79999924
25/10/2018,15:20,SCP3,32.50488281,22.61999893,26.93000031,28.26000023,100253.0469,25.79000092
25/10/2018,15:32,SCP3,32.09765625,19.31999969,23.26999855,23.46999931,100260.5391,25.78000069
25/10/2018,15:45,SCP3,31.4453125,19.95999908,24.03999901,24.26999855,100258.4219,25.73999977
25/10/2018,15:58,SCP3,31.04785156,22.21999931,26.52999878,26.71999931,100256.7578,25.73999977
25/10/2018,16:10,SCP3,30.5078125,19.84000015,23.68000031,23.80999947,100231.6094,25.70999908
25/10/2018,16:23,SCP3,30.8828125,20.98999977,24.85000038,25.31999969,100211.6953,25.68000031
25/10/2018,16:36,SCP3,30.19042969,20.35000038,24.53999901,24.69999886,100216.4141,25.69000053
25/10/2018,16:49,SCP3,30.27050781,22.36999893,27.18000031,27.5,100218.6719,25.67000008
25/10/2018,17:01,SCP3,30.24804688,19.21999931,23.68000031,24.64999962,100214.2656,25.63999939
25/10/2018,17:14,SCP3,29.92285156,21.63999939,26.14999962,26.53999901,100213.7813,25.62999916
25/10/2018,17:27,SCP3,29.98242188,21.53999901,25.92000008,26.21999931,100224.3594,25.61000061
25/10/2018,17:40,SCP3,29.84960938,22.03999901,26.37999916,26.78999901,100185.0313,25.60000038
25/10/2018,17:52,SCP3,29.52148438,23.04999924,27.73999977,28.22999954,100232.5156,25.57999992
25/10/2018,18:05,SCP3,29.15429688,21.07999992,25.26999855,25.64999962,100237.5469,25.54999924
25/10/2018,18:18,SCP3,29.14257813,23.63999939,28.39999962,29.02999878,100248.1563,25.54000092
25/10/2018,18:30,SCP3,29.38671875,23.12999916,27.61999893,27.81999969,100254.8438,25.53000069
25/10/2018,18:43,SCP3,29.61914063,23.68000031,28.5,28.90999985,100252.3828,25.51000023
25/10/2018,18:56,SCP3,29.65917969,21.97999954,26.56999969,27.14999962,100267.3906,25.48999977
25/10/2018,19:09,SCP3,28.875,27.34000015,33.13999939,34.93999863,100269.6484,25.46999931
25/10/2018,19:21,SCP3,29.10839844,22.96999931,27.36999893,30.76000023,100269.9609,25.46999931
25/10/2018,19:34,SCP3,28.72167969,24.56999969,29.39999962,30.75,100269.1563,25.45000076
25/10/2018,19:47,SCP3,29.16796875,24.46999931,29.06999969,30.3599987,100286.9141,25.44000053
25/10/2018,19:59,SCP3,29.25878906,26.01000023,30.63999939,30.98999977,100287.2266,25.42000008
25/10/2018,20:12,SCP3,28.49609375,22.30999947,26.77999878,27.55999947,100276.4688,25.42000008
25/10/2018,20:25,SCP3,29.37890625,22.35000038,27.09999847,27.46999931,100256.5313,25.40999985
25/10/2018,20:38,SCP3,29.09472656,23.85000038,28.27999878,28.62999916,100244.6406,25.39999962
25/10/2018,20:50,SCP3,28.91113281,25.36999893,29.84000015,30.01999855,100246.5781,25.38999939
25/10/2018,21:03,SCP3,29.28613281,24.13999939,28.18000031,28.44999886,100235.4844,25.37999916
25/10/2018,21:16,SCP3,28.86914063,22.95999908,26.75,26.93999863,100241.3438,25.37000084
25/10/2018,21:29,SCP3,28.87792969,24.45999908,28.55999947,29.02999878,100230.5625,25.36000061
25/10/2018,21:41,SCP3,29.1015625,24.8599987,28.77999878,28.98999977,100226.1563,25.36000061
25/10/2018,21:54,SCP3,28.59277344,22.13999939,26.05999947,26.25,100228.9219,25.34000015
25/10/2018,22:07,SCP3,28.46972656,23.20999908,26.72999954,26.84999847,100230.0703,25.34000015
25/10/2018,22:19,SCP3,28.79492188,21.88999939,24.98999977,25.18999863,100218.1484,25.31999969
25/10/2018,22:32,SCP3,28.10351563,19.15999985,21.90999985,22.10000038,100226.7813,25.31999969
25/10/2018,22:45,SCP3,28.50878906,19.73999977,22.5,22.65999985,100224.3125,25.30999947
25/10/2018,22:58,SCP3,28.25390625,20.39999962,23.29999924,24.5,100209.6484,25.29999924
25/10/2018,23:10,SCP3,28.28515625,20.10000038,22.93000031,23.18999863,100206.875,25.29000092
25/10/2018,23:23,SCP3,28.45605469,18.10000038,20.54999924,20.95999908,100200.8125,25.28000069
25/10/2018,23:36,SCP3,28.36523438,23.68000031,26.65999985,29.28999901,100199.1797,25.26000023
25/10/2018,23:49,SCP3,28.77148438,23.84000015,27.34999847,27.59999847,100198.3125,25.27000046
26/10/2018,0:01,SCP3,28.61816406,28.14999962,32.36999893,32.80999756,100204.7188,25.27000046
26/10/2018,0:14,SCP3,29.56347656,36.47999954,41.70999908,47.13999939,100194.7422,25.26000023
26/10/2018,0:27,SCP3,29.90429688,36.47999954,42.45999908,54.48999786,100213.4531,25.20000076
26/10/2018,0:39,SCP3,30.58789063,42.98999786,49.12999725,49.63999939,100222.4688,25.26000023
26/10/2018,0:52,SCP3,29.58496094,38.77000046,44.82999802,45.36999893,100185.7969,25.28000069
26/10/2018,1:05,SCP3,29.48339844,37.34000015,42.45000076,45.31999969,100198.8594,25.29000092
26/10/2018,1:18,SCP3,30.07226563,37.14999771,42.21999741,42.65999985,100196.8906,25.29000092
26/10/2018,1:30,SCP3,29.38183594,33.18000031,37.90999985,38.18999863,100196.4063,25.27000046
26/10/2018,1:43,SCP3,29.92871094,36.5,41.50999832,41.86999893,100196.4063,25.26000023
26/10/2018,1:56,SCP3,29.79492188,32.5,36.86999893,37,100143.9922,25.25
26/10/2018,2:09,SCP3,29.84570313,34.25,38.86999893,39.00999832,100187.875,25.23999977
26/10/2018,2:21,SCP3,29.85546875,34.65999985,38.77999878,39.02000046,100178.4141,25.22999954
26/10/2018,2:34,SCP3,29.91601563,31.69999886,35.38000107,35.47999954,100195.3672,25.23999977
26/10/2018,2:47,SCP3,30.42382813,31.78999901,35.77999878,37.18000031,100200.9063,25.21999931
26/10/2018,2:59,SCP3,30.1171875,30.79999924,34.34999847,34.57999802,100147.7031,25.20999908
26/10/2018,3:12,SCP3,29.95507813,29.13999939,32.93999863,33.06999969,100146.9063,25.20999908
26/10/2018,3:25,SCP3,30.2890625,27.11999893,30.01999855,30.26000023,100150.8203,25.19000053
26/10/2018,3:38,SCP3,30.19726563,27.64999962,30.89999962,31.1099987,100159.1406,25.19000053
26/10/2018,3:50,SCP3,29.99414063,28.06999969,31.19999886,31.9299984,100166.625,25.18000031
26/10/2018,4:03,SCP3,30.09570313,27.04999924,30.29999924,30.82999992,100174.1094,25.18000031
26/10/2018,4:16,SCP3,30.44140625,26.54999924,30.06999969,30.34999847,100174.1094,25.19000053
26/10/2018,4:29,SCP3,30.13671875,25.81999969,29.03999901,29.14999962,100183.5781,25.18000031
26/10/2018,4:41,SCP3,29.86132813,22.36999893,25.10000038,25.14999962,100179.1719,25.15999985
26/10/2018,4:54,SCP3,30.03320313,20.77999878,23.36999893,23.59000015,100191.4063,25.15999985
26/10/2018,5:07,SCP3,30.67285156,21.77000046,24.23999977,24.30999947,100202.4922,25.14999962
26/10/2018,5:19,SCP3,30.54003906,24.06999969,26.78999901,26.8599987,100210.8125,25.14999962
26/10/2018,5:32,SCP3,30.48046875,18.92000008,21.02999878,21.11999893,100201.6641,25.14999962
26/10/2018,5:45,SCP3,30.48046875,21.26000023,23.76999855,23.86999893,100194.9688,25.14999962
26/10/2018,5:58,SCP3,30.8359375,19.71999931,21.67000008,21.70999908,100220.7656,25.15999985
26/10/2018,6:10,SCP3,31.28320313,20.82999992,23.28999901,23.37999916,100232.6875,25.17000008
26/10/2018,6:23,SCP3,31.24121094,21.30999947,23.67000008,23.94999886,100267.0703,25.15999985
26/10/2018,6:36,SCP3,31.28222656,25.03999901,27.31999969,27.37999916,100266.7578,25.15999985
26/10/2018,6:49,SCP3,31.44433594,22.04999924,24.20999908,24.26999855,100275.3906,25.17000008
26/10/2018,7:01,SCP3,31.65820313,21.78999901,24.07999992,24.27999878,100267.8984,25.14999962
26/10/2018,7:14,SCP3,31.77929688,20.38999939,22.26000023,22.36999893,100291.2188,25.14999962
26/10/2018,7:27,SCP3,31.77929688,18.90999985,21.02999878,21.09000015,100267.0703,25.15999985
26/10/2018,7:39,SCP3,31.63574219,21.06999969,23.29999924,23.5,100310.6328,25.14999962
26/10/2018,7:52,SCP3,31.890625,21.10000038,23.44999886,23.56999969,100311.7422,25.14999962
26/10/2018,8:05,SCP3,32.34667969,23.12999916,25.42000008,25.46999931,100325.2969,25.13999939
26/10/2018,8:18,SCP3,32.14355469,20.95999908,23.46999931,24.12999916,100353.0313,25.14999962
26/10/2018,8:30,SCP3,32.21484375,20.97999954,23.1099987,23.18000031,100356.9375,25.14999962
26/10/2018,8:43,SCP3,32.05175781,20.07999992,22.59000015,22.64999962,100365.25,25.13999939
26/10/2018,8:56,SCP3,32.66113281,21.18999863,23.8599987,23.93000031,100396.5938,25.13999939
26/10/2018,9:08,SCP3,32.23535156,19.1099987,21.55999947,21.61999893,100407.9844,25.14999962
26/10/2018,9:21,SCP3,32.47851563,21.10000038,23.69999886,23.78999901,100420.7188,25.14999962
26/10/2018,9:34,SCP3,32.65039063,21.13999939,24.26000023,24.57999992,100429.0313,25.14999962
26/10/2018,9:47,SCP3,33.09667969,18.53999901,21.3599987,21.98999977,100440.125,25.13999939
26/10/2018,9:59,SCP3,33.06640625,24.04999924,26.95999908,27.18999863,100470.9297,25.12999916
26/10/2018,10:12,SCP3,32.56835938,23.05999947,26.55999947,26.65999985,100455.125,25.13999939
26/10/2018,10:25,SCP3,33.24902344,20.43999863,23.22999954,23.36999893,100455.9219,25.13999939
26/10/2018,10:38,SCP3,33.05664063,22.72999954,25.43000031,25.57999992,100482.8594,25.13999939
26/10/2018,10:50,SCP3,32.89453125,18.51000023,20.94999886,21.02000046,100489.2031,25.13999939
26/10/2018,11:03,SCP3,33.20019531,21.13999939,24.48999977,24.68000031,100498.3516,25.14999962
26/10/2018,11:16,SCP3,33.25976563,24.6099987,27.96999931,28.13999939,100543.5547,25.15999985
26/10/2018,11:28,SCP3,33.20019531,22.09000015,25.55999947,26,100549.9063,25.15999985
26/10/2018,11:41,SCP3,33.421875,19.85000038,22.81999969,25.6099987,100562.9688,25.13999939
26/10/2018,11:54,SCP3,33.54492188,19.6099987,22.55999947,22.80999947,100554.6484,25.14999962
26/10/2018,12:07,SCP3,33.60546875,20.65999985,23.26999855,23.40999985,100568.5156,25.14999962
26/10/2018,12:19,SCP3,34.01074219,22.47999954,25.5,25.73999977,100566.5469,25.14999962
26/10/2018,12:32,SCP3,33.75683594,21.70999908,24.59000015,24.69999886,100564.0703,25.13999939
26/10/2018,12:45,SCP3,33.80664063,23.90999985,26.76999855,26.93999863,100560.5,25.13999939
26/10/2018,12:57,SCP3,33.80664063,22.76000023,25.43999863,25.57999992,100557.7188,25.13999939
26/10/2018,13:10,SCP3,33.74609375,23.40999985,26.25,26.38999939,100556.0859,25.12999916
26/10/2018,13:23,SCP3,34.31445313,22.29999924,24.82999992,25.20999908,100537.4766,25.13999939
26/10/2018,13:36,SCP3,34.30273438,24.06999969,27.55999947,27.76999855,100536.6719,25.12999916
26/10/2018,13:48,SCP3,34.01855469,21.51000023,24.32999992,24.97999954,100512.8281,25.12000084
26/10/2018,14:01,SCP3,34.515625,20.48999977,23.12999916,23.34000015,100512.8281,25.11000061
26/10/2018,14:14,SCP3,34.19042969,21.05999947,23.45999908,23.59000015,100510.8906,25.12000084
26/10/2018,14:27,SCP3,33.89648438,22.13999939,25,25.15999985,100492.6094,25.11000061
26/10/2018,14:39,SCP3,34.20019531,18.44999886,21.1099987,21.26000023,100488.7031,25.11000061
26/10/2018,14:52,SCP3,34.27148438,20.02000046,22.54999924,22.62999916,100480.6875,25.11000061
26/10/2018,15:05,SCP3,34.078125,20.52000046,23.43999863,23.87999916,100465.9922,25.11000061
26/10/2018,15:17,SCP3,34.3125,25.23999977,28.68999863,29.17000008,100468.4609,25.11000061
26/10/2018,15:30,SCP3,34.65722656,22.06999969,25.12999916,25.37999916,100456.5625,25.12000084
26/10/2018,15:43,SCP3,34.3125,20.15999985,22.72999954,22.87999916,100446.2813,25.11000061
26/10/2018,15:56,SCP3,34.2109375,23.93000031,27.26000023,27.44999886,100445.4766,25.10000038
26/10/2018,16:08,SCP3,34.01757813,22.51000023,25.22999954,25.79999924,100448.25,25.11000061
26/10/2018,16:21,SCP3,34.66796875,24.34000015,27.69999886,27.93000031,100461.2813,25.11000061
26/10/2018,16:34,SCP3,34.36230469,23.81999969,27.31999969,28.44999886,100452.9609,25.11000061
26/10/2018,16:46,SCP3,34.36230469,25.04999924,28.75,30.01000023,100467.6563,25.11000061
26/10/2018,16:59,SCP3,34.27148438,27.43999863,31.34000015,31.6099987,100461.2813,25.11000061
26/10/2018,17:12,SCP3,34.66699219,23.05999947,25.69999886,25.76999855,100473.5078,25.11000061
26/10/2018,17:25,SCP3,34.28125,24.32999992,27.75,27.95999908,100492.9219,25.10000038
26/10/2018,17:37,SCP3,33.98632813,23.69999886,27.25,27.45999908,100471.0391,25.07999992
26/10/2018,17:50,SCP3,33.83398438,25.64999962,29.51999855,30.71999931,100481.2969,25.07999992
26/10/2018,18:03,SCP3,33.85351563,23.87999916,27.78999901,28.12999916,100466.625,25.06999969
26/10/2018,18:16,SCP3,33.47753906,24.11999893,27.95999908,28.20999908,100486.8438,25.07999992
26/10/2018,18:28,SCP3,33.45898438,26.77999878,30.52999878,30.71999931,100494.0547,25.07999992
26/10/2018,18:41,SCP3,34.22949219,25.98999977,29.80999947,30.09000015,100500.7031,25.07999992
26/10/2018,18:54,SCP3,33.97558594,26.40999985,30.07999992,31.17000008,100500.7031,25.07999992
26/10/2018,19:06,SCP3,34.02636719,26.27999878,30.14999962,30.43999863,100508.7188,25.07999992
26/10/2018,19:19,SCP3,34.26074219,25.55999947,29.3599987,32.77000046,100522.5781,25.09000015
26/10/2018,19:32,SCP3,34.19824219,25.42000008,28.73999977,30.98999977,100550.3125,25.07999992
26/10/2018,19:45,SCP3,34.51367188,26.51000023,30.75,31.37999916,100589.9609,25.09000015
26/10/2018,19:57,SCP3,34.91894531,30.71999931,35.22999954,35.45999908,100578.0391,25.07999992
26/10/2018,20:10,SCP3,34.37207031,29.84000015,34.61000061,35.32999802,100570.8516,25.09000015
26/10/2018,20:23,SCP3,34.421875,30.72999954,35.00999832,35.11000061,100571.3516,25.09000015
26/10/2018,20:36,SCP3,34.44238281,31.43999863,35.96999741,36.61000061,100587.9922,25.07999992
26/10/2018,20:48,SCP3,34.36132813,35.40999985,41.05999756,41.43999863,100591.0938,25.07999992
26/10/2018,21:01,SCP3,34.24902344,34.16999817,39.18000031,39.65999985,100604.9609,25.07999992
26/10/2018,21:14,SCP3,34.07519531,35.70999908,41.96999741,53.09000015,100603.2891,25.07999992
26/10/2018,21:27,SCP3,33.65917969,34.61000061,40.20999908,40.56999969,100636.5625,25.06999969
26/10/2018,21:39,SCP3,33.43652344,42.06999969,49,50.59000015,100611.9063,25.05999947
26/10/2018,21:52,SCP3,33.6796875,38.47999954,43.65999985,44.87999725,100622.2031,25.06999969
26/10/2018,22:05,SCP3,33.52734375,41.52999878,47.39999771,48.37999725,100634.0938,25.05999947
26/10/2018,22:18,SCP3,33.86132813,42.79000092,48.46999741,49.16999817,100643.5469,25.05999947
26/10/2018,22:30,SCP3,33.10058594,46.00999832,52.34999847,54.07999802,100656.6016,25.05999947
26/10/2018,22:43,SCP3,33.54492188,45.02000046,50.86999893,51.45999908,100652.9922,25.03000069
26/10/2018,22:56,SCP3,33.08984375,41.32999802,46.93999863,49.52999878,100656.0625,25.03000069
26/10/2018,23:08,SCP3,33.078125,45.18999863,50.87999725,51.68000031,100658.8438,25.03000069
26/10/2018,23:21,SCP3,33.34179688,46.75999832,53.97999954,54.7899971,100673.8359,25.01000023
26/10/2018,23:34,SCP3,33.52441406,42.16999817,48.13999939,49.09000015,100675.7656,25.01000023
26/10/2018,23:47,SCP3,33.60351563,41.93000031,47.57999802,48.80999756,100697.9531,25.01000023
26/10/2018,23:59,SCP3,33.16894531,37.54999924,43.13999939,48.40999985,100682.1563,25
27/10/2018,0:12,SCP3,33.47363281,39.63999939,45.62999725,46.15999985,100686.8594,25.02000046
27/10/2018,0:25,SCP3,34.578125,44.11999893,50.47999954,51.25999832,100704.3359,25.02000046
27/10/2018,0:37,SCP3,35.00390625,39.73999786,45.87999725,46.70000076,100684.9219,25
27/10/2018,0:50,SCP3,35.45214844,46.55999756,53.86000061,54.31999969,100699.5938,25.02000046
27/10/2018,1:03,SCP3,36.30273438,41.57999802,48.82999802,49.59999847,100695.7188,25.03000069
27/10/2018,1:16,SCP3,36.515625,43.89999771,50.36000061,50.72999954,100705.1406,25.03000069
27/10/2018,1:28,SCP3,36.74707031,42.46999741,49.20000076,64.83999634,100719.5313,25.03000069
27/10/2018,1:41,SCP3,37.09179688,41.91999817,48.70000076,49.16999817,100732.5625,25.02000046
27/10/2018,1:54,SCP3,37.00292969,39.96999741,45.82999802,46.23999786,100721.4766,25.03000069
27/10/2018,2:07,SCP3,37.31445313,39.87999725,46.82999802,47.09999847,100697.6563,25.02000046
27/10/2018,2:19,SCP3,37.07128906,37.29999924,42.68000031,42.89999771,100703.2031,25
27/10/2018,2:32,SCP3,37.23339844,39.34000015,46.37999725,46.87999725,100720.6719,25.02000046
27/10/2018,2:45,SCP3,36.84863281,34.43000031,39.81999969,40.15999985,100707.1094,24.98999977
27/10/2018,2:57,SCP3,37.28417969,34.09999847,39.39999771,40.02000046,100714.5859,25.01000023
27/10/2018,3:10,SCP3,36.83691406,35.18000031,40.04000092,40.18999863,100714.5859,25
27/10/2018,3:23,SCP3,36.71582031,36.13000107,41.16999817,42.81999969,100710.1719,24.98999977
27/10/2018,3:36,SCP3,36.55273438,34.15999985,38.93000031,39.18999863,100711.8125,25.01000023
27/10/2018,3:48,SCP3,36.14941406,31.38999939,35.91999817,36.11999893,100703.5,25.01000023
27/10/2018,4:01,SCP3,36.25,31.27999878,36.02000046,36.34000015,100702.1563,24.98999977
27/10/2018,4:14,SCP3,36.07617188,29.6799984,33.54000092,33.72999954,100699.3828,24.98999977
27/10/2018,4:27,SCP3,36.2890625,29.82999992,33.50999832,33.63000107,100696.6094,24.97999954
27/10/2018,4:39,SCP3,35.62011719,26.94999886,29.90999985,30,100695.7734,24.97999954
27/10/2018,4:52,SCP3,35.52832031,27.21999931,30.4299984,30.57999992,100723.2031,24.97999954
27/10/2018,5:05,SCP3,35.35546875,26.22999954,29.31999969,29.54999924,100729.875,24.97999954
27/10/2018,5:17,SCP3,35.75195313,24.93999863,27.67000008,27.77999878,100723.5,24.97999954
27/10/2018,5:30,SCP3,35.15332031,25.57999992,28.62999916,28.76999855,100728.2422,24.97999954
27/10/2018,5:43,SCP3,35.06054688,23.15999985,26.30999947,26.46999931,100745.1719,24.95999908
27/10/2018,5:56,SCP3,35.19140625,23.93000031,26.84000015,27.03999901,100757.0938,24.95999908
27/10/2018,6:08,SCP3,34.73632813,25.79999924,29.43999863,29.69999886,100757.0938,24.95999908
27/10/2018,6:21,SCP3,34.68554688,26.54999924,30.20999908,30.30999947,100757.3906,24.95999908
27/10/2018,6:34,SCP3,34.47265625,23.55999947,26.67000008,27.06999969,100761.7969,24.95000076
27/10/2018,6:46,SCP3,34.30078125,26.23999977,30.02999878,30.26000023,100773.7266,24.95999908
27/10/2018,6:59,SCP3,34.44335938,26.18999863,30.02999878,30.62999916,100757.0938,24.96999931
27/10/2018,7:12,SCP3,33.99707031,31.17000008,34.95999908,35.72999954,100738.4922,24.96999931
27/10/2018,7:25,SCP3,34.20996094,33.13999939,37.68999863,37.90999985,100751.5469,24.95999908
27/10/2018,7:37,SCP3,34.49414063,37.38000107,41.80999756,42.52999878,100744.0313,24.96999931
27/10/2018,7:50,SCP3,33.98632813,35.22999954,40.45999908,40.80999756,100748.2344,24.95999908
27/10/2018,8:03,SCP3,33.95410156,37.84999847,42.29999924,42.46999741,100701.1094,24.94000053
27/10/2018,8:16,SCP3,33.80273438,43.50999832,48.82999802,49.39999771,100693.625,24.95000076
27/10/2018,8:28,SCP3,33.77246094,42.80999756,47.96999741,48.13999939,100720.5156,24.95000076
27/10/2018,8:41,SCP3,33.62011719,44.39999771,49.43000031,49.61000061,100720.5156,24.93000031
27/10/2018,8:54,SCP3,33.3359375,37.95000076,42.15999985,42.37999725,100730.7969,24.94000053
27/10/2018,9:06,SCP3,33.5390625,41.39999771,46.70000076,47.11999893,100756.8438,24.93000031
27/10/2018,9:19,SCP3,33.578125,46.45999908,52.21999741,52.5399971,100742.1875,24.93000031
27/10/2018,9:32,SCP3,33.6796875,44.5,49.31999969,49.45000076,100751.3047,24.92000008
